"Event Category","Event Action","Event Label","Custom Event Properties"
"stage_reached_200 (App)","W:20_0A:20_0","13","{""Time"":""2025-12-31 20:02:41"",""UserUUID"":""6a3a5c40-dce0-11f0-9d43-59b6cca75997"",""attendance_count"":13,""b.diamond"":795857,""b.ruby"":0,""boxAllCount"":6030,""curserver"":1,""install_day"":""2025-12-19"",""total_payment_amount"":7700,""user_name"":""이사야"",""user_rank"":5256,""user_stage"":200}"
"stage_reached_200 (App)","W:21_0A:19_0","5","{""Time"":""2025-12-31 18:32:32"",""UserUUID"":""ea446e60-e2fa-11f0-b9b5-5591c588a320"",""attendance_count"":5,""b.diamond"":22336,""b.ruby"":0,""boxAllCount"":3180,""curserver"":1,""install_day"":""2025-12-27"",""total_payment_amount"":7700,""user_name"":""아시윤"",""user_rank"":5276,""user_stage"":200}"
"stage_reached_200 (App)","W:21_0A:20_0","11","{""Time"":""2025-12-31 18:22:41"",""UserUUID"":""f350f150-7053-11f0-ae02-f18fe4742d9f"",""attendance_count"":11,""b.diamond"":8106,""b.ruby"":0,""boxAllCount"":6370,""curserver"":1,""install_day"":""2025-08-03"",""total_payment_amount"":7700,""user_name"":""mumu"",""user_rank"":5316,""user_stage"":200}"
"stage_reached_200 (App)","W:20_0A:20_0","11","{""Time"":""2025-12-31 17:30:42"",""UserUUID"":""70c38200-dc2f-11f0-8bd7-b76759f319f3"",""attendance_count"":11,""b.diamond"":199526,""b.ruby"":0,""boxAllCount"":6010,""curserver"":1,""install_day"":""2025-12-18"",""total_payment_amount"":7700,""user_name"":""이영남"",""user_rank"":5215,""user_stage"":200}"
"stage_reached_200 (App)","W:22_0A:20_0","14","{""Time"":""2025-12-31 16:41:21"",""UserUUID"":""52a27f00-db90-11f0-a4e1-31bb0c27f93d"",""attendance_count"":14,""b.diamond"":107722,""b.ruby"":0,""boxAllCount"":6280,""curserver"":1,""install_day"":""2025-12-17"",""total_payment_amount"":7700,""user_name"":""붉은소나무"",""user_rank"":5347,""user_stage"":200}"
"stage_reached_200 (App)","W:19_0A:19_0","1","{""Time"":""2025-12-31 14:50:14"",""UserUUID"":""5dce5220-e5b1-11f0-a52a-e75306c035bc"",""attendance_count"":1,""b.diamond"":73433,""b.ruby"":220,""boxAllCount"":3340,""curserver"":1,""install_day"":""2025-12-30"",""total_payment_amount"":251900,""user_name"":""두산베어스"",""user_rank"":5236,""user_stage"":200}"
"stage_reached_200 (App)","W:20_0A:20_0","15","{""Time"":""2025-12-31 12:29:36"",""UserUUID"":""18c55940-db3d-11f0-b5f1-73dd796325d7"",""attendance_count"":15,""b.diamond"":298836,""b.ruby"":0,""boxAllCount"":8010,""curserver"":1,""install_day"":""2025-12-17"",""total_payment_amount"":7700,""user_name"":""트뷰킹"",""user_rank"":5755,""user_stage"":200}"
"stage_reached_200 (App)","W:22_0A:19_0","20","{""Time"":""2025-12-31 11:26:38"",""UserUUID"":""fc7c1550-d630-11f0-8d60-1b564d4f3aad"",""attendance_count"":20,""b.diamond"":143620,""b.ruby"":0,""boxAllCount"":4830,""curserver"":1,""install_day"":""2025-12-11"",""total_payment_amount"":0,""user_name"":""콧물이나"",""user_rank"":5219,""user_stage"":200}"
"stage_reached_200 (App)","W:23_0A:19_0","9","{""Time"":""2025-12-31 09:53:19"",""UserUUID"":""c9173340-dfde-11f0-92f5-4711533db73a"",""attendance_count"":9,""b.diamond"":71432,""b.ruby"":0,""boxAllCount"":1590,""curserver"":1,""install_day"":""2025-12-23"",""total_payment_amount"":0,""user_name"":""길덩"",""user_rank"":5518,""user_stage"":200}"
"stage_reached_200 (App)","W:20_0A:19_0","8","{""Time"":""2025-12-31 08:41:41"",""UserUUID"":""c8956680-dc64-11f0-a3a6-27d3b0e9a485"",""attendance_count"":8,""b.diamond"":267902,""b.ruby"":0,""boxAllCount"":2700,""curserver"":1,""install_day"":""2025-12-18"",""total_payment_amount"":0,""user_name"":""완전맛탱이"",""user_rank"":5208,""user_stage"":200}"
